claim_id,claim_open_date,claim_close_date,date_key_open,date_key_close,customer_id,product_id,supplier_id,root_cause_id,location_id,claim_status,severity_level,cost_impact_usd,quantity_affected,days_to_close,recurrence_flag,claim_type,inspection_stage,defect_code,detected_by,business_unit
CLM000152,2024-07-05,2024-07-14,20240705,20240714,CUST007,PROD016,SUP004,RC009,LOC007,Closed,Low,561.57,21,9,0,Customer Claim,Logistics,D020,Inspection,Industrial
CLM000153,2023-04-05,2023-06-01,20230405,20230601,CUST024,PROD020,SUP013,RC005,LOC006,Closed,High,5000.0,18,57,1,Customer Claim,Customer Site,D005,Inspection,Operations
CLM000154,2023-11-08,2024-06-13,20231108,20240613,CUST007,PROD018,SUP016,RC008,LOC007,Closed,Critical,27170.47,21,218,0,Customer Claim,Logistics,D001,Customer,Industrial
CLM000155,2025-10-30,,20251030,,CUST031,PROD025,SUP002,RC005,LOC008,In Analysis,Medium,3684.43,20,,0,Internal Event,Final Inspection,D002,Inspection,Operations
CLM000156,2025-03-12,2025-04-13,20250312,20250413,CUST011,PROD016,SUP010,RC004,LOC006,Closed,Medium,1000.0,18,32,1,Customer Claim,Process,D019,Operator,Supply Chain
CLM000157,2024-04-08,2024-04-24,20240408,20240424,CUST045,PROD003,SUP009,RC010,LOC005,Closed,Medium,4292.28,26,16,0,Supplier Claim,Logistics,D020,Customer,Industrial
CLM000158,2023-07-03,2023-08-06,20230703,20230806,CUST034,PROD010,SUP018,RC006,LOC006,Closed,Medium,3344.09,23,34,1,Internal Event,Final Inspection,D004,Inspection,Supply Chain
CLM000159,2026-10-15,2026-10-27,20261015,20261027,CUST030,PROD025,SUP015,RC001,LOC001,Closed,Low,509.84,25,12,1,Internal Event,Customer Site,D010,System,Industrial
CLM000160,2025-03-02,2025-03-05,20250302,20250305,CUST030,PROD022,SUP009,RC002,LOC002,Closed,Low,100.0,15,3,0,Internal Event,Customer Site,D012,System,Operations
CLM000161,2025-01-18,2025-01-28,20250118,20250128,CUST057,PROD008,SUP001,RC005,LOC005,Closed,Low,243.9,23,10,1,Customer Claim,Incoming,D001,Customer,Operations
CLM000162,2025-10-03,2025-11-09,20251003,20251109,CUST012,PROD011,SUP008,RC007,LOC004,Closed,Medium,5855.14,24,37,0,Customer Claim,Incoming,D001,Customer,Operations
CLM000163,2025-11-13,2025-11-23,20251113,20251123,CUST015,PROD014,SUP004,RC004,LOC004,Closed,Low,357.07,25,10,1,Customer Claim,Process,D010,Operator,Operations
CLM000164,2026-09-01,2026-09-20,20260901,20260920,CUST048,PROD006,SUP008,RC001,LOC003,Closed,Medium,1733.7,21,19,0,Customer Claim,Process,D003,System,Supply Chain
CLM000165,2024-12-19,2025-04-12,20241219,20250412,CUST058,PROD001,SUP001,RC006,LOC002,Closed,High,5000.0,24,114,0,Customer Claim,Incoming,D014,Operator,Supply Chain
CLM000166,2024-08-29,2025-06-24,20240829,20250624,CUST022,PROD001,SUP015,RC006,LOC005,Closed,Critical,24495.27,25,299,0,Internal Event,Final Inspection,D010,Operator,Industrial
CLM000167,2023-05-12,2023-05-13,20230512,20230513,CUST045,PROD008,SUP007,RC012,LOC007,Closed,Low,713.59,19,1,0,Internal Event,Incoming,D011,Inspection,Operations
CLM000168,2025-08-12,,20250812,,CUST024,PROD018,SUP005,RC004,LOC004,Open,High,6588.87,22,,0,Customer Claim,Process,D005,Customer,Operations
CLM000169,2026-03-01,,20260301,,CUST044,PROD025,SUP009,RC007,LOC007,Open,Medium,8000.0,15,,0,Supplier Claim,Final Inspection,D004,Inspection,Supply Chain
CLM000170,2025-10-08,2025-10-26,20251008,20251026,CUST034,PROD011,SUP009,RC003,LOC001,Closed,Medium,5509.68,23,18,0,Customer Claim,Incoming,D012,Operator,Supply Chain
CLM000171,2025-03-31,2026-03-12,20250331,20260312,CUST008,PROD017,SUP006,RC003,LOC001,Closed,Critical,63976.42,23,346,0,Customer Claim,Incoming,D011,Customer,Industrial
CLM000172,2024-05-18,,20240518,,CUST050,PROD008,SUP007,RC002,LOC001,Open,Critical,20000.0,30,,1,Customer Claim,Customer Site,D009,Audit,Supply Chain
CLM000173,2023-07-02,2023-08-15,20230702,20230815,CUST056,PROD011,SUP010,RC005,LOC002,Closed,Medium,3314.68,19,44,1,Internal Event,Incoming,D017,Operator,Industrial
CLM000174,2023-07-19,2023-08-17,20230719,20230817,CUST049,PROD023,SUP003,RC012,LOC006,Closed,Medium,1871.76,26,29,0,Customer Claim,Customer Site,D005,Customer,Supply Chain
CLM000175,2026-10-01,2026-11-10,20261001,20261110,CUST024,PROD013,SUP007,RC002,LOC008,Closed,Medium,1438.9,12,40,0,Customer Claim,Process,D015,System,Supply Chain
CLM000176,2025-08-12,,20250812,,CUST041,PROD014,SUP012,RC012,LOC007,Open,Medium,1000.0,12,,0,Internal Event,Final Inspection,D010,Customer,Supply Chain
CLM000177,2025-07-14,,20250714,,CUST026,PROD017,SUP009,RC003,LOC002,Pending,High,25000.0,20,,1,Supplier Claim,Process,D009,Operator,Supply Chain
CLM000178,2025-04-20,2025-05-24,20250420,20250524,CUST052,PROD016,SUP005,RC006,LOC007,Closed,Medium,1683.57,20,34,0,Internal Event,Process,D002,Inspection,Supply Chain
CLM000179,2026-09-29,2026-10-30,20260929,20261030,CUST007,PROD020,SUP016,RC003,LOC006,Closed,Medium,1202.39,19,31,0,Internal Event,Incoming,D020,Audit,Supply Chain
CLM000180,2026-01-03,2026-01-31,20260103,20260131,CUST009,PROD019,SUP007,RC011,LOC002,Closed,Medium,1000.0,17,28,0,Customer Claim,Process,D019,Inspection,Industrial
CLM000181,2023-03-06,2023-03-17,20230306,20230317,CUST042,PROD003,SUP013,RC012,LOC005,Closed,Low,186.19,24,11,0,Internal Event,Customer Site,D014,Inspection,Industrial
CLM000182,2026-06-16,2026-12-31,20260616,20261231,CUST036,PROD019,SUP018,RC008,LOC005,Closed,Low,1058.67,20,198,0,Customer Claim,Logistics,D016,Inspection,Industrial
CLM000183,2026-10-21,2026-11-11,20261021,20261111,CUST047,PROD023,SUP009,RC002,LOC006,Closed,Medium,7030.0,20,21,1,Internal Event,Process,D008,Operator,Industrial
CLM000184,2025-05-25,2025-06-01,20250525,20250601,CUST042,PROD025,SUP006,RC003,LOC002,Closed,Medium,1483.28,29,7,0,Supplier Claim,Process,D007,Operator,Industrial
CLM000185,2024-04-20,2024-05-01,20240420,20240501,CUST032,PROD021,SUP007,RC011,LOC006,Closed,Low,123.18,9,11,1,Internal Event,Process,D014,Inspection,Operations
CLM000186,2025-02-22,2025-03-08,20250222,20250308,CUST012,PROD003,SUP014,RC012,LOC003,Closed,Low,629.97,22,14,0,Customer Claim,Final Inspection,D018,Customer,Industrial
CLM000187,2024-08-23,,20240823,,CUST013,PROD011,SUP016,RC003,LOC005,Pending,Low,420.82,21,,0,Customer Claim,Incoming,D003,Audit,Industrial
CLM000188,2025-01-12,2025-01-19,20250112,20250119,CUST040,PROD025,SUP018,RC003,LOC002,Closed,Low,1500.0,29,7,0,Customer Claim,Incoming,D001,Customer,Supply Chain
CLM000189,2024-12-04,2025-02-03,20241204,20250203,CUST036,PROD009,SUP009,RC008,LOC001,Closed,High,25000.0,18,61,0,Supplier Claim,Customer Site,D013,System,Supply Chain
CLM000190,2025-11-22,2025-11-30,20251122,20251130,CUST037,PROD019,SUP009,RC002,LOC002,Closed,Low,1102.43,18,8,0,Customer Claim,Incoming,D013,System,Industrial
CLM000191,2023-09-05,,20230905,,CUST046,PROD007,SUP014,RC009,LOC008,Pending,High,25000.0,29,,0,Customer Claim,Customer Site,D002,Customer,Industrial
CLM000192,2024-10-08,2024-12-10,20241008,20241210,CUST023,PROD016,SUP017,RC004,LOC006,Closed,High,5000.0,18,63,0,Customer Claim,Process,D018,Inspection,Operations
CLM000193,2025-03-09,2025-03-31,20250309,20250331,CUST054,PROD005,SUP002,RC012,LOC008,Closed,Medium,1000.0,28,22,0,Customer Claim,Final Inspection,D009,System,Industrial
CLM000194,2025-05-16,2025-06-19,20250516,20250619,CUST019,PROD022,SUP010,RC004,LOC004,Closed,Medium,2586.96,14,34,0,Internal Event,Process,D016,Customer,Operations
CLM000195,2025-06-02,2025-06-29,20250602,20250629,CUST053,PROD011,SUP016,RC003,LOC007,Closed,Medium,1366.54,25,27,0,Customer Claim,Incoming,D005,Audit,Operations
CLM000196,2026-06-09,2026-06-11,20260609,20260611,CUST053,PROD023,SUP011,RC006,LOC007,Closed,Low,100.0,24,2,1,Customer Claim,Final Inspection,D004,Operator,Industrial
CLM000197,2024-08-30,2024-09-01,20240830,20240901,CUST055,PROD005,SUP009,RC007,LOC004,Closed,Low,200.14,20,2,1,Supplier Claim,Incoming,D013,Customer,Industrial
CLM000198,2026-11-19,,20261119,,CUST008,PROD023,SUP008,RC006,LOC005,Pending,High,25000.0,16,,0,Customer Claim,Final Inspection,D003,Inspection,Supply Chain
CLM000199,2026-08-15,,20260815,,CUST044,PROD008,SUP001,RC012,LOC003,Open,High,20304.44,15,,0,Customer Claim,Final Inspection,D020,Operator,Supply Chain
CLM000200,2026-09-03,2026-12-31,20260903,20261231,CUST035,PROD023,SUP010,RC010,LOC008,Closed,Critical,20000.0,22,119,0,Customer Claim,Final Inspection,D006,System,Operations
CLM000201,2024-12-26,2025-08-25,20241226,20250825,CUST019,PROD011,SUP005,RC001,LOC003,Closed,Critical,24164.39,15,242,0,Supplier Claim,Customer Site,D002,System,Operations
CLM000202,2026-12-29,2026-12-31,20261229,20261231,CUST017,PROD020,SUP016,RC010,LOC006,Closed,High,42813.91,13,2,1,Supplier Claim,Customer Site,D015,Operator,Supply Chain
CLM000203,2026-08-29,2026-09-18,20260829,20260918,CUST059,PROD023,SUP009,RC010,LOC006,Closed,Medium,1212.43,22,20,0,Supplier Claim,Final Inspection,D016,Inspection,Operations
CLM000204,2023-06-10,2023-06-27,20230610,20230627,CUST027,PROD012,SUP007,RC002,LOC007,Closed,Medium,4533.95,23,17,0,Internal Event,Final Inspection,D016,Audit,Operations
CLM000205,2023-04-13,,20230413,,CUST051,PROD013,SUP005,RC003,LOC003,Open,Low,732.91,20,,0,Supplier Claim,Incoming,D008,System,Supply Chain
CLM000206,2026-09-14,,20260914,,CUST041,PROD019,SUP009,RC007,LOC006,Canceled,High,15790.89,16,,0,Supplier Claim,Incoming,D018,Audit,Supply Chain
CLM000207,2024-01-15,2024-02-14,20240115,20240214,CUST003,PROD022,SUP015,RC006,LOC005,Closed,Medium,8000.0,25,30,0,Customer Claim,Final Inspection,D015,Inspection,Industrial
CLM000208,2025-06-06,,20250606,,CUST051,PROD022,SUP012,RC012,LOC003,Pending,Low,147.8,24,,1,Customer Claim,Final Inspection,D016,Customer,Industrial
CLM000209,2026-06-20,2026-06-25,20260620,20260625,CUST058,PROD002,SUP003,RC002,LOC002,Closed,Low,182.85,19,5,0,Internal Event,Incoming,D019,System,Operations
CLM000210,2024-03-27,,20240327,,CUST039,PROD001,SUP003,RC011,LOC001,Pending,Low,939.19,24,,0,Internal Event,Customer Site,D003,Customer,Industrial
CLM000211,2026-03-18,2026-03-23,20260318,20260323,CUST011,PROD013,SUP002,RC001,LOC006,Closed,Low,678.7,24,5,1,Customer Claim,Incoming,D020,System,Supply Chain
CLM000212,2026-05-02,2026-05-06,20260502,20260506,CUST051,PROD017,SUP010,RC003,LOC003,Closed,Low,155.84,17,4,0,Supplier Claim,Process,D016,Operator,Operations
CLM000213,2026-10-10,,20261010,,CUST014,PROD013,SUP001,RC006,LOC003,In Analysis,Low,129.47,20,,1,Supplier Claim,Customer Site,D009,System,Supply Chain
CLM000214,2026-12-13,2026-12-27,20261213,20261227,CUST002,PROD015,SUP006,RC012,LOC004,Closed,Low,188.81,24,14,1,Customer Claim,Final Inspection,D005,Inspection,Industrial
CLM000215,2025-05-19,,20250519,,CUST056,PROD015,SUP002,RC001,LOC008,Open,Low,1500.0,24,,0,Customer Claim,Incoming,D016,Inspection,Industrial
CLM000216,2026-08-26,2026-09-16,20260826,20260916,CUST014,PROD008,SUP018,RC004,LOC004,Closed,Medium,1921.95,20,21,0,Internal Event,Process,D007,Customer,Operations
CLM000217,2024-09-04,,20240904,,CUST001,PROD019,SUP006,RC001,LOC007,Pending,Low,217.49,23,,0,Customer Claim,Customer Site,D015,System,Supply Chain
CLM000218,2025-03-31,,20250331,,CUST018,PROD002,SUP007,RC002,LOC006,Open,Low,275.5,24,,0,Customer Claim,Final Inspection,D015,Operator,Operations
CLM000219,2024-06-08,2024-06-19,20240608,20240619,CUST003,PROD005,SUP003,RC006,LOC001,Closed,Low,236.84,21,11,0,Customer Claim,Incoming,D005,Operator,Operations
CLM000220,2026-12-14,2026-12-31,20261214,20261231,CUST030,PROD017,SUP009,RC003,LOC005,Closed,High,15910.16,18,17,0,Supplier Claim,Incoming,D002,Inspection,Operations
CLM000221,2024-10-03,,20241003,,CUST040,PROD013,SUP006,RC002,LOC008,Open,Medium,2365.98,16,,0,Internal Event,Process,D001,System,Supply Chain
CLM000222,2026-04-08,2026-05-18,20260408,20260518,CUST034,PROD023,SUP017,RC007,LOC004,Closed,High,11297.28,16,40,0,Internal Event,Incoming,D001,Customer,Industrial
CLM000223,2026-06-05,2026-07-17,20260605,20260717,CUST030,PROD004,SUP007,RC012,LOC001,Closed,High,6595.94,28,42,0,Internal Event,Final Inspection,D013,Operator,Operations
CLM000224,2026-09-02,,20260902,,CUST047,PROD018,SUP002,RC004,LOC008,In Analysis,Medium,3285.94,18,,0,Internal Event,Process,D012,Inspection,Industrial
CLM000225,2023-12-05,2024-03-08,20231205,20240308,CUST005,PROD023,SUP016,RC007,LOC003,Closed,High,5000.0,26,94,0,Supplier Claim,Incoming,D019,System,Operations
CLM000226,2025-07-22,2025-08-08,20250722,20250808,CUST036,PROD004,SUP018,RC010,LOC001,Closed,Medium,8000.0,22,17,1,Supplier Claim,Incoming,D019,Inspection,Supply Chain
CLM000227,2025-08-25,,20250825,,CUST034,PROD023,SUP003,RC001,LOC005,In Analysis,Low,100.0,24,,0,Internal Event,Final Inspection,D002,System,Industrial
CLM000228,2026-04-24,2026-05-26,20260424,20260526,CUST011,PROD008,SUP008,RC008,LOC006,Closed,Medium,1000.0,14,32,0,Customer Claim,Customer Site,D006,System,Industrial
CLM000229,2023-12-07,,20231207,,CUST003,PROD003,SUP004,RC004,LOC004,Pending,Low,609.56,18,,1,Customer Claim,Process,D011,Customer,Operations
CLM000230,2026-10-17,,20261017,,CUST056,PROD025,SUP018,RC003,LOC007,In Analysis,Medium,4977.16,20,,0,Customer Claim,Incoming,D005,System,Operations
CLM000231,2026-08-15,,20260815,,CUST019,PROD025,SUP018,RC002,LOC004,Open,Low,1023.54,14,,0,Customer Claim,Final Inspection,D011,System,Industrial
CLM000232,2026-06-26,2026-06-27,20260626,20260627,CUST057,PROD023,SUP007,RC007,LOC002,Closed,Low,418.6,23,1,0,Supplier Claim,Incoming,D020,Operator,Operations
CLM000233,2023-11-17,2023-12-19,20231117,20231219,CUST037,PROD007,SUP018,RC012,LOC003,Closed,Medium,8000.0,20,32,1,Internal Event,Process,D019,System,Industrial
CLM000234,2026-07-25,2026-08-06,20260725,20260806,CUST025,PROD001,SUP015,RC001,LOC007,Closed,Low,308.44,18,12,1,Customer Claim,Customer Site,D019,Audit,Operations
CLM000235,2023-07-08,2023-08-19,20230708,20230819,CUST002,PROD020,SUP013,RC004,LOC004,Closed,Medium,1667.39,21,42,0,Customer Claim,Process,D019,Inspection,Supply Chain
CLM000236,2024-05-07,2024-08-18,20240507,20240818,CUST047,PROD024,SUP013,RC012,LOC001,Closed,High,25000.0,20,103,0,Internal Event,Final Inspection,D010,Customer,Industrial
CLM000237,2026-08-03,,20260803,,CUST003,PROD016,SUP012,RC005,LOC006,In Analysis,High,25000.0,23,,0,Customer Claim,Customer Site,D020,Inspection,Supply Chain
CLM000238,2026-12-21,2026-12-31,20261221,20261231,CUST015,PROD004,SUP002,RC004,LOC006,Closed,High,7336.86,16,10,1,Customer Claim,Process,D005,Operator,Industrial
CLM000239,2024-04-10,2024-05-12,20240410,20240512,CUST013,PROD014,SUP008,RC007,LOC008,Closed,Medium,1781.36,29,32,0,Internal Event,Incoming,D019,Inspection,Supply Chain
CLM000240,2025-10-25,2026-01-02,20251025,20260102,CUST043,PROD017,SUP018,RC006,LOC008,Closed,High,25000.0,17,69,1,Customer Claim,Process,D020,Inspection,Supply Chain
CLM000241,2023-03-31,2023-05-10,20230331,20230510,CUST041,PROD003,SUP003,RC012,LOC006,Closed,High,5000.0,15,40,0,Customer Claim,Customer Site,D004,Inspection,Supply Chain
CLM000242,2024-12-26,2025-01-07,20241226,20250107,CUST053,PROD018,SUP018,RC009,LOC003,Closed,Medium,8000.0,21,12,0,Customer Claim,Customer Site,D019,Operator,Supply Chain
CLM000243,2023-08-27,2023-09-18,20230827,20230918,CUST048,PROD021,SUP001,RC002,LOC008,Closed,Medium,1000.0,21,22,0,Supplier Claim,Customer Site,D001,Audit,Industrial
CLM000244,2025-06-18,2025-06-30,20250618,20250630,CUST019,PROD025,SUP011,RC008,LOC003,Closed,Low,210.9,21,12,0,Customer Claim,Logistics,D019,Inspection,Operations
CLM000245,2025-04-29,2025-04-30,20250429,20250430,CUST041,PROD015,SUP006,RC003,LOC008,Closed,Low,122.78,19,1,0,Supplier Claim,Incoming,D007,Customer,Operations
CLM000246,2026-10-13,2026-11-06,20261013,20261106,CUST006,PROD013,SUP010,RC003,LOC003,Closed,Medium,1000.0,20,24,1,Customer Claim,Incoming,D009,Customer,Operations
CLM000247,2023-01-10,2023-04-10,20230110,20230410,CUST003,PROD003,SUP006,RC012,LOC006,Closed,High,11094.33,19,90,0,Customer Claim,Customer Site,D012,Inspection,Operations
CLM000248,2025-08-26,2025-09-29,20250826,20250929,CUST005,PROD006,SUP011,RC005,LOC006,Closed,Medium,3421.41,20,34,0,Internal Event,Final Inspection,D005,System,Supply Chain
CLM000249,2026-03-09,2026-08-30,20260309,20260830,CUST027,PROD013,SUP015,RC007,LOC005,Closed,Critical,59792.3,27,174,0,Customer Claim,Incoming,D003,Inspection,Operations
CLM000250,2023-08-27,2023-09-03,20230827,20230903,CUST017,PROD001,SUP003,RC004,LOC004,Closed,Medium,1394.97,15,7,0,Customer Claim,Process,D006,Inspection,Supply Chain
CLM000251,2023-11-19,2023-12-21,20231119,20231221,CUST015,PROD016,SUP016,RC003,LOC008,Closed,High,5000.0,20,32,0,Customer Claim,Incoming,D012,Operator,Supply Chain
CLM000252,2025-09-29,2025-11-01,20250929,20251101,CUST030,PROD001,SUP003,RC006,LOC005,Closed,Medium,6742.12,25,33,1,Customer Claim,Customer Site,D011,Audit,Supply Chain
CLM000253,2024-09-21,2024-10-06,20240921,20241006,CUST045,PROD017,SUP006,RC005,LOC007,Closed,Medium,6735.81,16,15,1,Internal Event,Final Inspection,D015,Customer,Industrial
CLM000254,2023-06-29,2023-07-09,20230629,20230709,CUST050,PROD015,SUP006,RC003,LOC008,Closed,Low,439.69,19,10,1,Supplier Claim,Final Inspection,D012,Inspection,Supply Chain
CLM000255,2024-05-08,,20240508,,CUST044,PROD004,SUP004,RC010,LOC008,Open,Medium,7043.77,20,,0,Internal Event,Incoming,D013,Inspection,Industrial
CLM000256,2023-04-24,2023-05-30,20230424,20230530,CUST051,PROD008,SUP018,RC010,LOC008,Closed,Medium,8000.0,23,36,0,Supplier Claim,Final Inspection,D003,Customer,Operations
CLM000257,2026-08-31,2026-09-01,20260831,20260901,CUST029,PROD011,SUP011,RC009,LOC005,Closed,Low,413.77,27,1,0,Customer Claim,Customer Site,D007,Operator,Operations
CLM000258,2026-01-12,2026-01-18,20260112,20260118,CUST028,PROD002,SUP005,RC009,LOC002,Closed,Low,531.7,30,6,0,Internal Event,Customer Site,D010,Inspection,Operations
CLM000259,2025-07-20,2025-07-31,20250720,20250731,CUST021,PROD021,SUP008,RC011,LOC005,Closed,Medium,1129.94,22,11,1,Internal Event,Incoming,D016,Customer,Industrial
CLM000260,2024-08-20,2024-09-01,20240820,20240901,CUST056,PROD025,SUP017,RC008,LOC005,Closed,Low,890.8,17,12,1,Customer Claim,Customer Site,D002,Customer,Supply Chain
CLM000261,2023-06-18,,20230618,,CUST044,PROD013,SUP018,RC003,LOC003,In Analysis,Medium,8000.0,18,,0,Supplier Claim,Incoming,D016,Customer,Operations
CLM000262,2023-08-23,2023-09-06,20230823,20230906,CUST057,PROD007,SUP002,RC011,LOC008,Closed,Low,1500.0,25,14,0,Customer Claim,Final Inspection,D014,Inspection,Industrial
CLM000263,2025-07-28,2025-08-23,20250728,20250823,CUST021,PROD010,SUP009,RC007,LOC005,Closed,Medium,8000.0,15,26,0,Supplier Claim,Incoming,D013,Customer,Industrial
CLM000264,2025-08-26,,20250826,,CUST002,PROD008,SUP006,RC002,LOC002,Open,Low,961.91,27,,0,Customer Claim,Customer Site,D019,Inspection,Supply Chain
CLM000265,2026-10-14,2026-10-20,20261014,20261020,CUST019,PROD014,SUP016,RC007,LOC003,Closed,Low,789.05,22,6,0,Internal Event,Incoming,D005,Operator,Supply Chain
CLM000266,2025-10-25,,20251025,,CUST043,PROD021,SUP001,RC005,LOC004,In Analysis,Medium,8000.0,14,,0,Customer Claim,Final Inspection,D014,Inspection,Operations
CLM000267,2025-08-14,2025-08-21,20250814,20250821,CUST034,PROD004,SUP015,RC002,LOC005,Closed,Low,1312.34,21,7,0,Internal Event,Final Inspection,D013,System,Industrial
CLM000268,2024-08-23,2024-09-02,20240823,20240902,CUST002,PROD006,SUP006,RC010,LOC008,Closed,Low,613.7,15,10,1,Supplier Claim,Incoming,D005,Inspection,Supply Chain
CLM000269,2023-12-20,,20231220,,CUST027,PROD021,SUP013,RC006,LOC003,Open,Low,502.17,18,,0,Customer Claim,Incoming,D011,Customer,Supply Chain
CLM000270,2023-12-16,2024-01-06,20231216,20240106,CUST057,PROD023,SUP005,RC006,LOC003,Closed,Medium,1000.0,25,21,1,Customer Claim,Incoming,D006,Customer,Supply Chain
CLM000271,2024-09-03,,20240903,,CUST024,PROD010,SUP010,RC008,LOC007,In Analysis,Medium,5702.99,26,,1,Customer Claim,Logistics,D006,Inspection,Operations
CLM000272,2025-05-26,2025-06-09,20250526,20250609,CUST006,PROD006,SUP006,RC007,LOC002,Closed,Medium,5196.7,15,14,0,Internal Event,Incoming,D008,Customer,Industrial
CLM000273,2025-03-01,,20250301,,CUST002,PROD017,SUP006,RC003,LOC005,In Analysis,High,8158.19,18,,0,Customer Claim,Incoming,D011,Operator,Industrial
CLM000274,2026-05-15,,20260515,,CUST043,PROD011,SUP014,RC004,LOC004,Open,High,25000.0,16,,1,Customer Claim,Process,D019,Operator,Supply Chain
CLM000275,2023-08-31,2023-09-09,20230831,20230909,CUST019,PROD008,SUP012,RC012,LOC002,Closed,Medium,4266.66,14,9,1,Customer Claim,Process,D001,Operator,Supply Chain
CLM000276,2023-12-19,2024-01-02,20231219,20240102,CUST009,PROD010,SUP006,RC008,LOC003,Closed,Low,262.4,17,14,1,Internal Event,Customer Site,D016,Inspection,Industrial
CLM000277,2025-09-16,,20250916,,CUST009,PROD010,SUP001,RC005,LOC002,Open,Low,792.09,18,,1,Customer Claim,Customer Site,D005,Inspection,Industrial
CLM000278,2025-06-19,2025-08-01,20250619,20250801,CUST022,PROD021,SUP016,RC006,LOC001,Closed,Medium,8000.0,23,43,1,Customer Claim,Customer Site,D013,Operator,Supply Chain
